PassengerId,Survived
892,0.108020561931309
893,0.452219199793784
894,0.175766477668793
895,0.153536698821921
896,0.471689060678319
897,0.120611273653981
898,0.672457953573029
899,0.0701660774733665
900,0.671619775992896
901,0.12209365417389
902,0.0784367434943695
903,0.218280474281688
904,0.987856589424634
905,0.102293073158605
906,0.978085442786406
907,0.921064047322797
908,0.108802769442438
909,0.111417174736679
910,0.366032392638748
911,0.74744699920496
912,0.321402521538874
913,0.751242734874718
914,0.956955322495684
915,0.363355919973989
916,0.778244276959236
917,0.0586330680283072
918,0.993949490054673
919,0.120515716764573
920,0.446603673516908
921,0.116945598999791
922,0.0822712221278373
923,0.0747431912077185
924,0.68939984028063
925,0.504532484917292
926,0.43988294200002
927,0.107163862659635
928,0.449396647498112
929,0.379239088598314
930,0.111888346975138
931,0.429944760113777
932,0.0704389255087341
933,0.473374370084339
934,0.0993952376943328
935,0.941925558752216
936,0.971458850331242
937,0.123623397884039
938,0.427646333609396
939,0.0881624530928711
940,0.956268298670462
941,0.614444017443347
942,0.459788795507603
943,0.107449740278534
944,0.919972038268105
945,0.854583848481626
946,0.105588275509945
947,0.0183556096346288
948,0.0963551769510067
949,0.100756129424573
950,0.0575455703115848
951,0.981343531906689
952,0.0950621755664662
953,0.179208005893207
954,0.0963259886097349
955,0.738373240647183
956,0.626799199041115
957,0.939521065749014
958,0.617893809772662
959,0.220247945259635
960,0.398324766787821
961,0.704036911930045
962,0.732102128973025
963,0.0784367434943695
964,0.561262142084681
965,0.457565654959795
966,0.982443531906689
967,0.327057832778658
968,0.0991861928211847
969,0.797613865704931
970,0.146674550727141
971,0.732102128973025
972,0.94156958042908
973,0.326056169828593
974,0.247637145567948
975,0.0815666683537534
976,0.0831587731335559
977,0.0730038427601537
978,0.701588374098319
979,0.46338702084074
980,0.59972225025814
981,0.970128561749903
982,0.50532246728819
983,0.10650972430754
984,0.799901952643922
985,0.11022680629286
986,0.295232265536365
987,0.130709705375504
988,0.9745442259311
989,0.178673953869018
990,0.577464645951767
991,0.103242795541349
992,0.974816411817375
993,0.121710396446824
994,0.102581988615583
995,0.119019807915251
996,0.409722419283901
997,0.135698098455605
998,0.0896955226548049
999,0.0881624530928711
1000,0.109778560823121
1001,0.0999349204880523
1002,0.116894305433837
1003,0.648337472151755
1004,0.938805943447391
1005,0.673544326648398
1006,0.962510387547261
1007,0.0974333912507429
1008,0.0998338974210995
1009,0.874860493589735
1010,0.342269241116313
1011,0.919864062486538
1012,0.871341657305421
1013,0.120659075051146
1014,0.988796714847678
1015,0.116953324509455
1016,0.107582534224276
1017,0.540407613445863
1018,0.107772842854658
1019,0.594203860642729
1020,0.152624992269793
1021,0.0898274130964366
1022,0.150552485571223
1023,0.366074669038485
1024,0.0894914220706924
1025,0.074690686948637
1026,0.0934740765171997
1027,0.0873754123365391
1028,0.17091335549076
1029,0.103051118148657
1030,0.449396647498112
1031,0.0738976346524666
1032,0.0813244709393775
1033,0.975530833493991
1034,0.237842268831609
1035,0.10489178756051
1036,0.473977512775286
1037,0.165154162511827
1038,0.288763479148673
1039,0.0883101457534283
1040,0.528876663874175
1041,0.0790338196955664
1042,0.994602183992595
1043,0.09664365372275
1044,0.10111001841543
1045,0.594819409106101
1046,0.260540444244464
1047,0.0842131716866729
1048,0.97133636314952
1049,0.669249771279768
1050,0.473977512775286
1051,0.668679949964289
1052,0.664893219902113
1053,0.935160056619556
1054,0.862422155137582
1055,0.110415643002845
1056,0.142452439908336
1057,0.562022051645678
1058,0.274170875222249
1059,0.0702861801876655
1060,0.811972368178822
1061,0.406662941423127
1062,0.114858042731446
1063,0.17091335549076
1064,0.0870622960575285
1065,0.0983386392505065
1066,0.0911176926042359
1067,0.960287273503994
1068,0.927910370617415
1069,0.33768282932878
1070,0.92979558083889
1071,0.925035196856325
1072,0.146674550727141
1073,0.374326204862279
1074,0.982372826586165
1075,0.0961683582664937
1076,0.841421261929408
1077,0.0978046389156284
1078,0.947044168190546
1079,0.105690231248686
1080,0.0677332703099416
1081,0.120688611666241
1082,0.082825682603654
1083,0.235869233583564
1084,0.857370613680754
1085,0.152955529846529
1086,0.927412454238345
1087,0.106791566819038
1088,0.932178621904931
1089,0.599844899119544
1090,0.0815088966452021
1091,0.502865432138501
1092,0.538536273820631
1093,0.915366773057616
1094,0.426687065615224
1095,0.911429731017604
1096,0.0892625564692334
1097,0.201384553626508
1098,0.672204418521866
1099,0.0831587731335559
1100,0.896175620734677
1101,0.102880865293891
1102,0.196473356910521
1103,0.111198129798303
1104,0.197736410733936
1105,0.67552806356864
1106,0.532339339457215
1107,0.258042697806917
1108,0.639976852209968
1109,0.318809860986935
1110,0.953574946736664
1111,0.172607250808716
1112,0.834348455349491
1113,0.0881783231502304
1114,0.865916175465453
1115,0.115036471023718
1116,0.857089153621343
1117,0.564158994076275
1118,0.106115354639812
1119,0.563098778942748
1120,0.097217046725551
1121,0.118131694718655
1122,0.22014345579812
1123,0.916753614425187
1124,0.108141595692643
1125,0.143899162278633
1126,0.382200827755498
1127,0.0897585531826428
1128,0.315046026751469
1129,0.119052759816212
1130,0.833024117795624
1131,0.987478433760573
1132,0.825226655150021
1133,0.90118514305904
1134,0.342502329699143
1135,0.0794125442286045
1136,0.813181061053718
1137,0.368562291009052
1138,0.904587835321018
1139,0.0490586465925576
1140,0.919864062486538
1141,0.443714249077136
1142,0.874480881123836
1143,0.110412118939383
1144,0.45422293071112
1145,0.0846873208371351
1146,0.1142866168636
1147,0.0842131716866729
1148,0.107442911601969
1149,0.126197966863325
1150,0.865526478165661
1151,0.101220662666573
1152,0.0511679563860781
1153,0.0840196810255423
1154,0.935172975111873
1155,0.807604695307069
1156,0.133847378352806
1157,0.0897544054841606
1158,0.142765994023246
1159,0.101017320674331
1160,0.449396647498112
1161,0.0939738198113326
1162,0.276786074008509
1163,0.0888555632956388
1164,0.926001498717338
1165,0.618889443305634
1166,0.121389441888746
1167,0.916175019687864
1168,0.102057650419056
1169,0.0723469364561364
1170,0.0755403228734528
1171,0.104200518541553
1172,0.407693751831616
1173,0.942245896218554
1174,0.622222549631238
1175,0.452554851788746
1176,0.846666484916416
1177,0.0893293635235721
1178,0.0808826124687643
1179,0.378393402527689
1180,0.0983386392505065
1181,0.141903268228982
1182,0.220247945259635
1183,0.624173256746008
1184,0.110884524160453
1185,0.264665378864531
1186,0.109166487386144
1187,0.0993061506968593
1188,0.864036436679391
1189,0.191786351914844
1190,0.254627942040619
1191,0.161623185581454
1192,0.137969111307869
1193,0.115829537969666
1194,0.0609965373970699
1195,0.0867336013585998
1196,0.666446659845829
1197,0.887014597760244
1198,0.515763821952533
1199,0.857157329843204
1200,0.273866448843523
1201,0.361888730643529
1202,0.109544420771051
1203,0.120515716764573
1204,0.0740214227113097
1205,0.658660968404967
1206,0.957792136923712
1207,0.656651548769932
1208,0.356170717037537
1209,0.131095200605488
1210,0.153864157081833
1211,0.0762033538093445
1212,0.119019807915251
1213,0.110884524160453
1214,0.103051118148657
1215,0.53162918834975
1216,0.978987925321447
1217,0.0931233971287358
1218,0.951767183404299
1219,0.249007953857246
1220,0.124397923863311
1221,0.100100622293005
1222,0.907728000201898
1223,0.429223423681643
1224,0.121389441888746
1225,0.525341246809674
1226,0.142064837341666
1227,0.264115480368715
1228,0.181665654692278
1229,0.0746693783999156
1230,0.178048127203853
1231,0.514006447246924
1232,0.10748845492691
1233,0.120888101496012
1234,0.100073776726183
1235,0.988660724648106
1236,0.857370613680754
1237,0.651491135722042
1238,0.103051118148657
1239,0.763330766078868
1240,0.116562884332429
1241,0.922796755463976
1242,0.983813012229806
1243,0.0892625564692334
1244,0.153540049079227
1245,0.167910166385201
1246,0.758906957397721
1247,0.246135208196588
1248,0.96543734114948
1249,0.133731296548042
1250,0.0888555632956388
1251,0.588917302231393
1252,0.0480394359934552
1253,0.917022336865493
1254,0.935219897880199
1255,0.153536698821921
1256,0.953606289482129
1257,0.269658313075695
1258,0.0512384932382388
1259,0.556780015547275
1260,0.985813012229806
1261,0.201851110486648
1262,0.0805771164300087
1263,0.984119682518324
1264,0.157711599441202
1265,0.143449481139663
1266,0.994152724514442
1267,0.968890476341855
1268,0.355609327947648
1269,0.090736268797089
1270,0.188406708173873
1271,0.333314253768273
1272,0.128519404573903
1273,0.101140475633826
1274,0.647899487524792
1275,0.549619577995748
1276,0.0979590176091111
1277,0.943322758626178
1278,0.10650972430754
1279,0.0962921954928639
1280,0.0888555632956388
1281,0.0977294191584384
1282,0.292501853289217
1283,0.929817995889936
1284,0.805538888117059
1285,0.0963226044237965
1286,0.0860038565264257
1287,0.985258540871879
1288,0.0851910445577987
1289,0.995541613403331
1290,0.0976973853747063
1291,0.12482214908063
1292,0.981297474260631
1293,0.0559747772476953
1294,0.993949490054673
1295,0.319268304277696
1296,0.325939950721598
1297,0.184977558927353
1298,0.0943244896284185
1299,0.337379138229054
1300,0.656918215436598
1301,0.745694377846752
1302,0.732102128973025
1303,0.990931318022281
1304,0.65201168550709
1305,0.0898274130964366
1306,0.82356889173367
1307,0.0858710301902388
1308,0.0898274130964366
1309,0.831365856375356
